"","ids","name","followers","tracks","date","collab","description","owner","public"
"1318","37i9dQZF1DXd7fmFWnsK8n","アイドリッシュセブン -IDOLiSH7-",38377,70,2021-05-03,FALSE,"アイドリッシュセブンの煌びやかな物語を彩る楽曲たちを1つのプレイリストに。Enjoy Music from the game & anime series of “IDOLiSH 7”!  ©アイドリッシュセブン","spotify",FALSE
"1319","37i9dQZF1DX3xBFVLHVC4q","Love Live! Sunshine!! -ラブライブ！サンシャイン!!",45439,50,2021-05-03,FALSE,"Music from ""Love Live! Sunshine!!"" /Aqoursの「みんなで叶える物語」を彩ってきた名曲の数々がここに。▶︎「Love Live！」<a href=""spotify:user:spotify:playlist:37i9dQZF1DX1uvQpDoMmUF"">Here</a> ©2017 プロジェクトラブライブ！サンシャイン!!","spotify",FALSE
"1320","37i9dQZF1DWZevNd7Fcmnf","GIRLS und PANZER -ガールズ&パンツァー-",12229,60,2021-05-03,FALSE,"Enjoy Music from ""GIRLS und PANZER"" series! 戦車を使用した武道「戦車道」に挑む少女たちの物語『ガールズ&パンツァー』公式プレイリスト！（C）GIRLS und PANZER Projekt","spotify",FALSE
"1321","37i9dQZF1DX8FL8pSHDl0T","STEINS;GATE -シュタインズ・ゲート-",32218,41,2021-05-03,FALSE,"Experience the world of STEINS;GATE from video game to TV anime series./ 待望の公式プレイリスト登場！音楽と共に振り返る、果てなき<a href=""http://steinsgate.jp/"">シュタゲ</a>の世界。(C)2009 MAGES./5pb./Nitroplus","spotify",FALSE
"1322","37i9dQZF1DX1xiCqpG6Bic","CARDCAPTOR SAKURA -カードキャプターさくら-",31302,80,2021-05-03,FALSE,"Music From ""CARDCAPTOR SAKURA""!「カードキャプターさくら クリアカード編」公式プレイリスト！歴代シリーズの名曲たちと併せてお楽しみ下さい。","spotify",FALSE
"1323","37i9dQZF1DWYxlOuTC0b39","A Certain Scientific Railgun -とある科学の超電磁砲-",16448,34,2021-05-03,FALSE,"Music from “A Certain Scientific Railgun”, spin-off series of “A Certain Magical Index”.とある街の、とある少女たちの物語。「とある科学の超電磁砲」公式プレイリスト！©KK/K/P-IⅢ","spotify",FALSE
"1324","37i9dQZF1DX5s0HSPFCv55","A Certain Magical Index -とある魔術の禁書目録-",11092,37,2021-05-03,FALSE,"Music from “A Certain Magical Index” , the cross over world of magic and science. 科学と魔術が交差するとき、「とある魔術の禁書目録」公式プレイリストが始まる！©KK/K/P-IⅢ","spotify",FALSE
"1325","37i9dQZF1DX90xBJQmqG4P","Kantai Collection 艦隊これくしょん -艦これ-",11375,35,2021-05-03,FALSE,"Enjoy music from “Kantai Collection”! 「艦隊これくしょん -艦これ-」公式プレイリスト！(C)2014 「艦これ」連合艦隊司令部","spotify",FALSE
"1326","37i9dQZF1DWZemQW6Onupx","Panty & Stocking with Garterbelt  -パンティ＆ストッキングwithガーターベルト-",15442,43,2021-05-03,FALSE,"Enjoy music from ""Panty & Stocking with Garterbelt""! 「パンティ＆ストッキングwithガーターベルト」公式プレイリスト！(C)2010 GAINAX/GEEKS","spotify",FALSE
"1327","37i9dQZF1DX5mILnBJLA26","AmaPiano Grooves",106974,69,2021-05-03,FALSE,"The biggest Amapiano singles making waves in South Africa and beyond... Cover: <a href=""https://open.spotify.com/artist/1nVEvn7RMNxj27rn0WE13E?si=7Qr5fFDjT5-nHKwwq2y2eg"">Mr JazziQ</a>","spotify",FALSE
"1328","37i9dQZF1DWTKXbV17YqGw","Beyond The Return",15359,61,2021-05-03,FALSE,"DJ Neptizzle  takes over Beyond The Return with old and new classics you need to know in 2021","spotify",FALSE
"1329","37i9dQZF1DX7z7RLIui5KP","Made In Kenya",6219,57,2021-05-03,FALSE,"Proudly Kenyan gems made for the entire family.","spotify",FALSE
"1330","37i9dQZF1DWSjibQnF0bUk","Afro Party Anthems",169612,60,2021-05-03,FALSE,"Definitive African party starters, perfect for any jollof jam or braai! ""Spray"" money to these hits!","spotify",FALSE
"1331","37i9dQZF1DWYs2pvwxWA7l","Afropop",224164,60,2021-05-03,FALSE,"The hottest Afropop records on the planet.  Cover: <a href=""https://open.spotify.com/artist/2IK173RXLiCSQ8fhDlAb3s?si=k2mUuBHdTx-BAAa67y5DuQ"">Adekunle Gold</a>","spotify",FALSE
"1332","37i9dQZF1DWT6SJaitNDax","We Everywhere",449104,100,2021-05-03,FALSE,"Afro sounds crossing borders. Top Afro Bashment, Pop, Fusion / X-Overs from all across the world.  Cover: <a href=""spotify:artist:3tVQdUvClmAT7URs9V3rsp"">WizKid</a>","spotify",TRUE
"1333","37i9dQZF1DXe9hay4VT07f","Dancehall Party",231017,56,2021-05-03,FALSE,"Wine to di riddim","spotify",FALSE
"1334","37i9dQZF1DWX0o6sD1a6P5","Afro Hits",353510,50,2021-05-03,FALSE,"Feel-good Afropop from Europe and Africa. Photo : Joé Dwèt Filé x Ronisia","spotify",FALSE
"1335","37i9dQZF1DWT6pI50XnTRh","AfroBoogie",93317,50,2021-05-03,FALSE,"Nostalgic '70-ies and '80-ies Funk, Disco, Boogie and Afropop music which lit up night clubs across Africa. Get your boogie on!","spotify",FALSE
"1336","37i9dQZF1DWVyizF9BJ61m","Afro Psychedelica",136446,50,2021-05-03,FALSE,"From Lagos to Zambia, find classic African psychedelic rock & funk jams here! Cover: <a href=""spotify:artist:05LK9pT8ScfWNT0UbDsyqe"">Ofege</a>","spotify",FALSE
"1337","37i9dQZF1DX0SlHbqMm3vJ","Ginger Me",90822,50,2021-05-03,FALSE,"A collection of old and new R&B cuts from West Africa’s finest artists.","spotify",FALSE
"1338","37i9dQZF1DX0ItcQfwbKZJ","Afrobeat Essentials",135230,49,2021-05-03,FALSE,"From Fela Kuti to Antibalas, enjoy a collection of timeless Afrobeat music!","spotify",FALSE
"1339","37i9dQZF1DXdl8xYyG9Dm1","No Wahala",76918,50,2021-05-03,FALSE,"The latest straight bars and Afro-Trap. Cover: <a href=""https://open.spotify.com/artist/12kjvw4e3gLp6qVHO65n7W?si=5CbxBb74RF6kVVuVrnKkKg"">Blaqbonez</a> ","spotify",TRUE
"1340","37i9dQZF1DWU4DdJqbjPl5","Tantalizers",59071,70,2021-05-03,FALSE,"The smoothest Afro R&B out right now. Cover: <a href=""https://open.spotify.com/artist/50bljU0VZtp2E7nAFRy5pC?si=BGKGP9-lTUW99qQ7lv3XLA"">Karun</a>","spotify",FALSE
"1341","37i9dQZF1DX5ja5oV6Kto0","Altè Cruise",41390,60,2021-05-03,FALSE,"The contemporary new wave of alternative, genre-bending and creative afro-fusion music. Cover: <a href=""https://open.spotify.com/artist/12kjvw4e3gLp6qVHO65n7W?si=HImIhrOQQMi4JSWVxCTn5w"">Blaqbonez </a>
","spotify",FALSE
"1342","37i9dQZF1DXcIme26eJxid","Classic Afropop",51620,40,2021-05-03,FALSE,"The most known Afro-pop classics, all in one place! Cover: <a href=""spotify:artist:18RkLKfeoUgZflWv9os25W"">Miriam Makeba</a>","spotify",FALSE
"1343","37i9dQZF1DX9lAYMw7KoAO","Redeemed",29402,71,2021-05-03,FALSE,"Gospel music from across the African continent. Worship in your mother tongue here!","spotify",FALSE
"1344","37i9dQZF1DX6eyIKoZCdug","Oya Dance",52510,60,2021-05-03,FALSE,"From Lagos to Joburg, feel the electro and dance vibe. Cover: <a href=""https://open.spotify.com/artist/4H7q5OwAgX1uQuhwb7bg2C?si=K3LS3pcHQGy5Z4qnYNg8gA"">Prince Kaybee</a>","spotify",FALSE
"1345","37i9dQZF1DWY7TEf86LRjN","Welcome To Zamrock",20255,34,2021-05-03,FALSE,"Zambia had a huge rock explosion in the 70’s that shook the world! Here are some classic Zamrock jams!","spotify",FALSE
"1346","37i9dQZF1DX9iCbjihw5BR","Ethiopian Coffee",7522,54,2021-05-03,FALSE,"Ethio-Jazz and Ethio-Pop favourites from the land that gave us coffee.","spotify",FALSE
"1347","37i9dQZF1DXcadB69DKC8c","Tezeta",48576,50,2021-05-03,FALSE,"Traditional Ethiopian nostalgic Tezeta music, soul and Afro-funk.","spotify",FALSE
"1348","37i9dQZF1DX3EbcelyrZPd","Bongo Flava",26048,50,2021-05-03,FALSE,"Get your fill of vibes straight out of Tanzania.","spotify",FALSE
"1349","37i9dQZF1DX0z1epx5KTtS","Coupe Decale",30637,40,2021-05-03,FALSE,"African dance party music from Paris to Abidjan.","spotify",FALSE
"1350","37i9dQZF1DXdD040nrEzxm","African Heat Presents... Best Afropop Songs of 2020",29113,74,2021-05-03,FALSE,"Editor's picks: The best Afropop songs of 2020. Cover: <a href=""https://open.spotify.com/artist/523y9KSneKh6APd1hKxLuF?si=5mS3PCMdTg-4rnrpYBrXZg"">Master KG</a> and <a href=""https://open.spotify.com/artist/4cfKtwkefMW3aiXtxfw8w6?si=MwiHYy27QlyRSMJClm1oqg"">Nomcebo Zikode</a>","spotify",FALSE
"1351","37i9dQZF1DX35vibahyjHG","EQUAL Africa",53213,50,2021-05-03,FALSE,"The fiercest African women making waves. Cover: <a href=""https://open.spotify.com/artist/1zO1FWFxxNUCqUuGATxZQZ?si=wpOXe0hFRq2yuV6xy0FpMA"">Gyakie</a>","spotify",FALSE
"1352","37i9dQZF1DXaYLfJcKWFfF","Afro Indie",51610,60,2021-05-03,FALSE,"Alternative / Indie / Folk cuts from the continent and diaspora to dive into. Cover: <a href=""https://open.spotify.com/artist/60UHsALAJRgTJdAxZGAZDg?si=s5iGri-JR6Kx8cSrN9ak9Q"">Urban Village</a>","spotify",FALSE
"1353","37i9dQZF1DX8Q8vgP3md04","Ethio-Pop",8641,54,2021-05-03,FALSE,"Hit music from Ethiopia's finest.","spotify",FALSE
"1354","37i9dQZF1DX6036iaZ2MYP","Peppeh",36356,81,2021-05-03,FALSE,"Fresh finds and early bets from the Afro scene. 
Cover: <a href=""https://open.spotify.com/artist/048LktY5zMnakWq7PTtFrz?si=ywi84gCSQIqkTGi5Q2xz6Q"">CKay</a>","spotify",FALSE
"1355","37i9dQZF1DX9Y4P09E4dNP","Hip-Life Hits",19053,40,2021-05-03,FALSE,"A fusion of highlife and hip-hop, these hip-life jams are undeniable.","spotify",FALSE
"1356","37i9dQZF1DWVkyW4DM7wMY","Eastern Vibes",5100,60,2021-05-03,FALSE,"The hottest pop music from Nairobi to Dar!","spotify",FALSE
"1357","37i9dQZF1DXcNdPSCaTGoa","SA Gold",18625,60,2021-05-03,FALSE,"Proudly South African classics. Cover: <a href=""https://open.spotify.com/artist/7idPv1alc0mcEhEsKlMV2O?si=AMmA0XYMRCeF3-HGc030gg"">Johnny Clegg</a>","spotify",FALSE
"1358","37i9dQZF1DX9wXOYagay8L","Made In South Africa",48352,50,2021-05-03,FALSE,"Beautiful proudly South African gems made for the entire family. Cover: <a href=""https://open.spotify.com/artist/2g6okkT5hxpgApgXesuDAV?si=RdWVGk5oTkm0VIvdp5Gzmg"">Vhudie</a>","spotify",FALSE
"1359","37i9dQZF1DWX4IFcj5utrY","mint South Africa",41288,50,2021-05-03,FALSE,"Only the hottest South African House and Dance singles out right now. Cover: <a href=""https://open.spotify.com/artist/0WHbjg8hVel1R9kq5794HX?si=hMLKTLrjSfyPZLcjPTW1tw"">Shimza</a>","spotify",FALSE
"1360","37i9dQZF1DWVEcPtggpQMu","Aux",25155,51,2021-05-03,FALSE,"Only the hottest in South African Hip Hop & R&B. Cover: <a href=""https://open.spotify.com/artist/3wWNX2BDUj4tPpLF6D1W88?si=GsYOmHRBQPSpDLhx1bVrYw"">lordkez</a>","spotify",FALSE
"1361","37i9dQZF1DX2xhOTSp6PjQ","Maskandi Favourites",8395,50,2021-05-03,FALSE,"Maskandi favourites for every day of the week. Cover: <a href=""https://open.spotify.com/artist/7exwnL9NFBRuwqUEvX8kGP?si=1cAhcaANREyS-wXav9tJWA"">Phuzekhemisi</a>","spotify",FALSE
"1362","37i9dQZF1DX9mHcd54VItZ","SA Rock Essentials",7727,50,2021-05-03,FALSE,"Only the hottest out now in South African Rock and Punk. Cover: <a href=""https://open.spotify.com/artist/6xpYpXQ06FPx2QOvymd25l?si=mVe5B28MRXC6uyOowdqfqw"">Jacques Moolman</a>","spotify",FALSE
"1363","37i9dQZF1DX38snDqzaVVW","Salam!",93632,25,2021-05-03,FALSE,"This week's playlist takeover - Atif Aslam with his favourite tracks this Ramadan. ","spotify",FALSE
"1364","37i9dQZF1DWT2I2nyOA0zG","Afrocentric",11147,63,2021-05-03,FALSE,"Cool vibes from the African continent.","spotify",FALSE
"1365","37i9dQZF1DX0rM1NjYKMJa","Carnival",169912,63,2021-05-03,FALSE,"Carnival anthems for the road.","spotify",FALSE
"1366","37i9dQZF1DWWmaszSfZpom","Segue o Baile",762156,80,2021-05-03,FALSE,"O batidão dos funks mais bombados pra agitar a pista do seu baile!","spotify",FALSE
"1367","37i9dQZF1DZ06evO1m1kAx","This Is 2Baba",1732,50,2021-05-03,FALSE,"This is 2Baba. The essential tracks, all in one playlist.","spotify",FALSE
"1368","37i9dQZF1DZ06evO1Xa1Op","This Is Ali Farka Touré",10494,49,2021-05-03,FALSE,"This is Ali Farka Touré. The essential tracks, all in one playlist.","spotify",FALSE
"1369","37i9dQZF1DZ06evO0gCG2c","This Is Akon",177035,50,2021-05-03,FALSE,"This is Akon. The essential tracks, all in one playlist.","spotify",FALSE
"1370","37i9dQZF1DZ06evO2WUSS8","This Is Angelique Kidjo",5071,50,2021-05-03,FALSE,"This is Angelique Kidjo. The essential tracks, all in one playlist.","spotify",FALSE
"1371","37i9dQZF1DX1ywXghfWcTX","Laugh Out Loud",59240,10,2021-05-03,FALSE,"Very funny podcasts by very funny people.","spotify",FALSE
"1372","37i9dQZF1DWTcqUzwhNmKv","Kickass Metal",1153567,60,2021-05-03,FALSE,"Gojira on top of the biggest Metal playlist!","spotify",TRUE
"1373","37i9dQZF1DX5J7FIl4q56G","New Metal Tracks",515310,100,2021-05-03,FALSE,"The latest and greatest metal tracks on Spotify. Cover: Atreyu
","spotify",TRUE
"1374","37i9dQZF1DXcfZ6moR6J0G","Nu Metal Generation",1034643,60,2021-05-03,FALSE,"All hail the eyebrow ring. Cover: Limp Bizkit","spotify",TRUE
"1375","37i9dQZF1DX2LTcinqsO68","Old School Metal",1960170,140,2021-05-03,FALSE,"Like the old school sound of metal? Then you'll love this playlist!","spotify",TRUE
"1376","37i9dQZF1DWWOaP4H0w5b0","Metal Essentials",1053045,60,2021-05-03,FALSE,"Want some metal? Better to start with the essentials. Cover: Metallica","spotify",TRUE
"1377","37i9dQZF1DXakaomPRkkDa","Top Of The Core",105792,53,2021-05-03,FALSE,"All the biggest Core tracks of the moment. Cover: Architects","spotify",FALSE
"1378","37i9dQZF1DX9qNs32fujYe","Heavy Metal",518636,140,2021-05-03,FALSE,"Heavy Metal forever. From classics to fresh new tracks, just play it loud! Cover: U.D.O.","spotify",TRUE
"1379","37i9dQZF1DX6P51sFpSo2r","Metalcore Classics",138339,78,2021-05-03,FALSE,"A selection of the greatest Metalcore classics.","spotify",FALSE
"1380","37i9dQZF1DX1cJWWyylDuw","Deathcore",257541,120,2021-05-03,FALSE,"A collection of the best Deathcore tracks, mixing recent and fresh new tracks. Cover: Bodysnatcher","spotify",TRUE
"1381","37i9dQZF1DWXHwQpcoF2cC","Ultimate Metal",231035,140,2021-05-03,FALSE,"Ultimate Metal  brings you the best metal tracks from the last couple of years. Cover: Slipknot","spotify",FALSE
"1382","37i9dQZF1DWUnhhRs5u3TO","10s Metal Classics",119594,120,2021-05-03,FALSE,"A collection of the biggest Metal classics of the 10s. Cover : Rammstein","spotify",FALSE
"1383","37i9dQZF1DWUrdml94k1Rt","Deep Dive - 00s Metal",35356,250,2021-05-03,FALSE,"Digging deep into the history of 00s Metal. Maybe rediscover old favorites?","spotify",FALSE
"1384","37i9dQZF1DX4jCqmsDQR1i","Metal Empire",299932,112,2021-05-03,FALSE,"Metal tracks all the way from the birth of Metal to today. Cover: Black Sabbath","spotify",TRUE
"1385","37i9dQZF1DX6GRSnGELn7L","Got Djent?",165953,100,2021-05-03,FALSE,"Whether you call it technical, progressive or math metal, it all djents. Cover: Erra","spotify",TRUE
"1386","37i9dQZF1DWUJiNTfqDwyS","Metal Covers",105229,100,2021-05-03,FALSE,"A collection of the best Metal covers out there. Cover: The HU","spotify",FALSE
"1387","37i9dQZF1DWXDJDWnzE39E","Heavy Queens",451517,100,2021-05-03,FALSE,"A salute to all of the women that like it loud & heavy. Cover: Icon For Hire","spotify",TRUE
"1388","37i9dQZF1DWUk47CLxI4Uo","Instrumental Madness",208885,130,2021-05-03,FALSE,"Instrumental only. For the maniacs out there. Cover: pg.lost","spotify",TRUE
"1389","37i9dQZF1DWZ0C2766By5p","Deep Dive - 90s Metal",42008,180,2021-05-03,FALSE,"Digging deep into the history of 90s Metal. Maybe rediscover old favorites?","spotify",FALSE
"1390","37i9dQZF1DX29LQDcJ6Xy7","Industrial Metal",159615,102,2021-05-03,FALSE,"A collection of Industrial Metal fresh and old tunes. Cover: Rob Zombie","spotify",FALSE
"1391","37i9dQZF1DXbyrUWMp2Tkr","Thrash Metal Essentials",73040,50,2021-05-03,FALSE,"A selection of the greatest Thrash Metal tunes. Cover: Slayer","spotify",TRUE
"1392","37i9dQZF1DX37bXS7EGI3f","Epic & Melodic",411888,88,2021-05-03,FALSE,"Epic and melodic metal, for the dragonslayer in you! Cover: Sirenia","spotify",TRUE
"1393","37i9dQZF1DX1kydukZhLms","Metal Ballads",899192,110,2021-05-03,FALSE,"A collection of the best metal ballads.","spotify",FALSE
"1394","37i9dQZF1DWXhcuQw7KIeM","Northern Spirits",254298,83,2021-05-03,FALSE,"From the very deep spirit of the almighty North. Cover: Wardruna","spotify",FALSE
"1395","37i9dQZF1DX5wgKYQVRARv","Progressive Metal",260278,130,2021-05-03,FALSE,"Fresh and recent tracks from the world of Prog Metal. Cover: Evergrey","spotify",TRUE
"1396","37i9dQZF1DWW4nzWPdpBAz","Black Metal Essentials",76800,96,2021-05-03,FALSE,"A collection of Black Metal classics. Cover: Behemoth","spotify",FALSE
"1397","37i9dQZF1DX1X7WV84927n","Hard Rock",212414,100,2021-05-03,FALSE,"For the Hard Rock and full volume lovers. Cover: Alice Cooper","spotify",TRUE
"1398","37i9dQZF1DWY5ai7gxfuaS","The oTHERS",103666,80,2021-05-03,FALSE,"Explore the most innovative and forward thinking metal of today. Cover: Sullivan King","spotify",TRUE
"1399","37i9dQZF1DWZdFtcHGe8ED","Thrashers",340716,120,2021-05-03,FALSE,"All the new tunes in the Thrash world.","spotify",TRUE
"1400","37i9dQZF1DXdiUbJTV2anj","New Blood",60825,100,2021-05-03,FALSE,"Heavy new bands you need to have an eye on. Cover: Junon","spotify",FALSE
"1401","37i9dQZF1DXbl9rMxGEmRC","Black & Dark Metal",257871,100,2021-05-03,FALSE,"A collection of recent tracks from the world of black and dark metal. Cover: Insomnium","spotify",TRUE
"1402","37i9dQZF1DWX1DwkjCqoyw","Island Pop",41142,71,2021-05-03,FALSE,"The biggest Island infused pop music from the Caribbean. We stand with Saint Vincent. Cover: Navy","spotify",FALSE
"1403","37i9dQZF1DX9MrAJRR2Zxk","Xport",43774,50,2021-05-03,FALSE,"Some of the biggest artists who originated from small islands and conquered the world. ","spotify",FALSE
"1404","37i9dQZF1DXan38dNVDdl4","Dancehall Official",917547,52,2021-05-03,FALSE,"The best in new & current Dancehall. Cover: Popcaan","spotify",TRUE
"1405","37i9dQZF1DX7GUbRHVEX42","Irie",51333,50,2021-05-03,FALSE,"The best current contemporary Reggae. Cover: Protoje","spotify",FALSE
"1406","37i9dQZF1DWWDLvD3P5wOG","Dancehall Throwback",273840,80,2021-05-03,FALSE,"Throwbacks you can catch a wine to.","spotify",FALSE
"1407","37i9dQZF1DXbSbnqxMTGx9","Reggae Classics",2398416,60,2021-05-03,FALSE,"The ultimate reggae playlist. Cover: Bunny Wailer","spotify",TRUE
"1408","37i9dQZF1DWTxofAzA6rAK","Back a Yard",5838,50,2021-05-03,FALSE,"Latest and biggest tracks from Jamaica's Dancehall scene. Cover: Intence","spotify",FALSE
"1409","37i9dQZF1DX3XjJqhm9fqD","Haitian Heat",55295,87,2021-05-03,FALSE,"Celebrating Haitian music. Cover: Wendyyy.","spotify",TRUE
"1410","37i9dQZF1DWYtKpmml7moA","Chilled Reggae",291613,50,2021-05-03,FALSE,"Simmer down with this relaxing selection of old and new Reggae.","spotify",FALSE
"1411","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",495092,70,2021-05-03,FALSE,"Pop style reggae for a sunny vibe!","spotify",TRUE
"1412","37i9dQZF1DX70zl2mz7vvV","Legendary Labels: VP Records",11084,50,2021-05-03,FALSE,"The essential tracks from the label VP Records. Cover: Beenie Man","spotify",FALSE
"1413","37i9dQZF1DWSkkUxEhrBdF","Reggae Infusions",273589,50,2021-05-03,FALSE,"Relax and slip into this eclectic mix of reggae infused tracks.","spotify",TRUE
"1414","37i9dQZF1DX3mvx0imueXo","Island Reggae",355334,51,2021-05-03,FALSE,"Let the music lift your soul. Vibes from the different islands in the Caribbean","spotify",FALSE
"1415","37i9dQZF1DWVu0D7Y8cYcs","Just Smile",408073,50,2021-05-03,FALSE,"Come on, man. Just smile!","spotify",TRUE
"1416","37i9dQZF1DXcYHsRTcIw5a","Rocksteady",112613,40,2021-05-03,FALSE,"Get ready, to do, do rocksteady","spotify",TRUE
"1417","37i9dQZF1DWVYs6zNzJ0ci","Reggae en Español",1165799,100,2021-05-03,FALSE,"Vibraciones rastafari en español. 
Foto: Dread Mar I","spotify",FALSE
"1418","37i9dQZF1DX6u62UVrRdZV","Dub On The Beach",253658,50,2021-05-03,FALSE,"Summer or not: get into a sunny and beachy mood, with this selection of reggae born music.","spotify",FALSE
"1419","37i9dQZF1DWWgsG1xGbDd1","Vintage Vibes: Sunny Reggae",42682,60,2021-05-03,FALSE,"You feel the sun on your face. ","spotify",FALSE
"1420","37i9dQZF1DX38neNCcDGwC","Legendary Labels: Tuff Gong",22197,34,2021-05-03,FALSE,"Releases from the legendary label.","spotify",FALSE
"1421","37i9dQZF1DX9udeSemCofA","Heavy Dub",100377,50,2021-05-03,FALSE,"Mellow out with this dub music.","spotify",TRUE
"1422","37i9dQZF1DX0cNYCfLOrsu","Dancehall Queen",248939,75,2021-05-03,FALSE,"The best in dancehall vibes for the gyaldem! Cover: Alicai Harley","spotify",FALSE
"1423","37i9dQZF1DX9QYRS3EMTFh","Dancehall Station",80478,40,2021-05-03,FALSE,"Les hits dancehall du moment.
Photo : Cé'Cile","spotify",FALSE
"1424","37i9dQZF1DXdeMORbC1XNa","Afro Bashment",238130,50,2021-05-03,FALSE,"The best in Afro Bashment, Afro Swing and all that good stuff. Cover: Small God","spotify",FALSE
"1425","37i9dQZF1DX3s9lsTCJMPo","Soca Classics",11615,80,2021-05-03,FALSE,"The best Soca anthems from over the years. Cover:  Alison Hinds","spotify",FALSE
"1426","37i9dQZF1DX1aRHunsdRJB","Soca Bashment",2669,68,2021-05-03,FALSE,"A fusion of sounds from the islands where Soca meets Bashment. Cover: Lil Rick","spotify",FALSE
"1427","37i9dQZF1DWZgauS5j6pMv","Nu-Funk",188946,143,2021-05-03,FALSE,"The best of today's funk. Cover: Thundercat","spotify",TRUE
"1428","37i9dQZF1DWUcRrhkfhG22","Robo-Funk",9533,63,2021-05-03,FALSE,"Funky vocoders and talk boxes","spotify",FALSE
"1429","37i9dQZF1DX1MUPbVKMgJE","Disco Forever",1178426,82,2021-05-03,FALSE,"The best disco songs from the 70s and 80s. This legendary mix will help you bring back the funk.","spotify",TRUE
"1430","37i9dQZF1DX6drTZKzZwSo","Funky Jams",455741,55,2021-05-03,FALSE,"Classic funk.","spotify",FALSE
"1431","37i9dQZF1DX8f5qTGj8FYl","Instrumental Funk",242173,80,2021-05-03,FALSE,"When the funk is just too funky for words to keep up.","spotify",TRUE
"1432","37i9dQZF1DX23YPJntYMnh","Funk Rock",407609,60,2021-05-03,FALSE,"Funk. But heavier. Cover: Red Hot Chili Peppers","spotify",TRUE
"1433","37i9dQZF1DX4WgZiuR77Ef","All Funked Up",360992,97,2021-05-03,FALSE,"New funky songs with a classic funky sound.","spotify",TRUE
"1434","37i9dQZF1DX0N8QTiMHLoT","Bottoms Up",83252,66,2021-05-03,FALSE,"All about that bass","spotify",TRUE
"1435","37i9dQZF1DWYOqWoDP009i","I Love My '70s Funk",20291,100,2021-05-03,FALSE,"The best and finest '70s Funk. Cover: Kool & The Gang.","spotify",FALSE
"1436","37i9dQZF1DXd5zBnarWcy8","New Orleans Funk",7245,45,2021-05-03,FALSE,"New Orleans kind of funk. Cover: Cha Wa","spotify",FALSE
"1437","37i9dQZF1DX6vmXrF8Shld","I Love My '60s Funk",13647,69,2021-05-03,FALSE,"The best and finest '60s Funk. Cover: The Meters.","spotify",FALSE
"1438","37i9dQZF1DWVJ0TKGKfzgP","I Love My '80s Funk",24104,104,2021-05-03,FALSE,"The best and finest '80s Funk. Cover: Bootsy Collins.","spotify",FALSE
"1439","37i9dQZF1DWSkwtKvzMAAN","Electro Funk",1507,50,2021-05-03,FALSE,"Funky blips and blops","spotify",FALSE
"1440","37i9dQZF1DX8OR0U4UGusN","omw",68628,50,2021-05-03,FALSE,"get from point a to point b in style, on or off campus. yo, omw.","spotify",FALSE
"1441","37i9dQZF1DX1dvMSwf27JO","Study Break",314166,75,2021-05-03,FALSE,"Discover new artists while you take a break (responsibly) from studying.","spotify",TRUE
"1442","37i9dQZF1DX9UhtB5CtZ7e","Sunday Scaries",29401,50,2021-05-03,FALSE,"Let these cozy songs comfort you like a warm blanket.","spotify",FALSE
"1443","37i9dQZF1DX0J6DFF0p3Vs","Dark Academia Jazz",19833,57,2021-05-03,FALSE,"in a dim, dusty library, reading your novel, and thinking of that special someone","spotify",FALSE
"1444","37i9dQZF1DWVhUYCGnZTnv","CLASS OF 2020 mixtape",84192,100,2021-05-03,FALSE,"Your very own time capsule: a nostalgic look back on the past four years.","spotify",FALSE
"1445","37i9dQZF1DXaRL7xbcDl7X","Indie Workout",289624,100,2021-05-03,FALSE,"Keep your workout going with these epic Indie tracks.","spotify",TRUE
"1446","37i9dQZF1DX5y8xoSWyhcz","indie pop & chill",193986,105,2021-05-03,FALSE,"it's a vibe (◡ ‿ ◡ ✿) cover: Charlie Houston","spotify",FALSE
"1447","37i9dQZF1DX9wC1KY45plY","Classic Road Trip Songs",3968130,100,2021-05-03,FALSE,"The ultimate playlist to fuel your good mood while on the road.","spotify",TRUE
"1448","37i9dQZF1DWWiDhnQ2IIru","70s Road Trip",2303191,100,2021-05-03,FALSE,"Hit the road to the soundtrack of these seventies classics.","spotify",TRUE
"1449","37i9dQZF1DWUoqEG4WY6ce","Indie Rock Road Trip",658092,89,2021-05-03,FALSE,"Road trip tracks...","spotify",TRUE
"1450","37i9dQZF1DWZQIRdXaBqdE","Classic Country Drive",199386,100,2021-05-03,FALSE,"Let these classic country tunes accompany your drive.","spotify",FALSE
"1451","37i9dQZF1DX7Ku6cgJPhh5","Rock Drive",211565,100,2021-05-03,FALSE,"Amp up your commute with these rock hits.","spotify",FALSE
"1452","37i9dQZF1DX2MyUCsl25eb","Morning Commute",920985,75,2021-05-03,FALSE,"Easy feels on your way to work, or wherever you're commuting to this morning.","spotify",TRUE
"1453","37i9dQZF1DXdfhOsjRMISB","Country Drive",262121,150,2021-05-03,FALSE,"Country music to accompany your commute. Cover: Gabby Barrett","spotify",TRUE
"1454","37i9dQZF1DX9E1mLvTvD1f","90s Rock Drive",12422,60,2021-05-03,FALSE,"90s rock to fuel your ride. Cover: The Smashing Pumpkins","spotify",FALSE
"1455","37i9dQZF1DX8DSRR3tGze6","Latin Drive",95540,120,2021-05-03,FALSE,"Let these Latin hits guide you through your daily commute!","spotify",FALSE
